topic,subtopic1,subtopic2,raw_ex_info,composer,raw_ex_title,raw_ex_mm,larger_work,generic_title,piece_title,catalog_no,movement,measure_start,measure_end,mp3,pdf
Chord extensions: ninths and thirteenths,Ninths,,"Saint-Saëns, Introduction and Rondo Capriccioso, op. 28, mm. 26-31",Saint-Saëns,"Introduction and Rondo Capriccioso, op. 28",mm. 26-31,,,,op. 28,,,,/musictheoryexamples/examples/23-extensions/913j.mp3,/musictheoryexamples/examples/23-extensions/913j.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Deutsch Tanz, D. 366 no. 4, mm. 1-8",Schubert,"Deutsch Tanz, D. 366 no. 4",mm. 1-8,,,,D. 366,,,,/musictheoryexamples/examples/23-extensions/913k.mp3,/musictheoryexamples/examples/23-extensions/913k.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Piano Sonata in G Major, op. 31 no. 1, mvt.1, mm. 169-194",Beethoven,"Piano Sonata in G Major, op. 31 no. 1, mvt.1",mm. 169-194,,,,op. 31,,,,/musictheoryexamples/examples/23-extensions/913l.mp3,/musictheoryexamples/examples/23-extensions/913l.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Bagatelle, op. 33 no. 7, mm. 1-8",Beethoven,"Bagatelle, op. 33 no. 7",mm. 1-8,,,,op. 33,,,,/musictheoryexamples/examples/23-extensions/913m.mp3,/musictheoryexamples/examples/23-extensions/913m.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Piano Concerto no. 3 in c minor, op. 37, mvt. 1, mm. 114-122",Beethoven,"Piano Concerto no. 3 in c minor, op. 37, mvt. 1",mm. 114-122,,,,op. 37,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913n.mp3,/musictheoryexamples/examples/23-extensions/913n.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Sonata for Violin and Piano in A Major, D. 574, mvt. 3, mm. 67-74",Schubert,"Sonata for Violin and Piano in A Major, D. 574, mvt. 3",mm. 67-74,,,,D. 574,mvt. 3,,,/musictheoryexamples/examples/23-extensions/913o.mp3,/musictheoryexamples/examples/23-extensions/913o.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Violin Sonata no. 5 in F Major, op. 24, mvt. 2, mm. 10-17",Beethoven,"Violin Sonata no. 5 in F Major, op. 24, mvt. 2",mm. 10-17,,,,op. 24,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913p.mp3,/musictheoryexamples/examples/23-extensions/913p.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, String Quartet in e minor, op. 59 no. 2, mvt. 3, mm. 1-9",Beethoven,"String Quartet in e minor, op. 59 no. 2, mvt. 3",mm. 1-9,,,,op. 59,mvt. 3,,,/musictheoryexamples/examples/23-extensions/913q.mp3,/musictheoryexamples/examples/23-extensions/913q.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Piano Sonata in c minor, op. 13, mvt. 1, mm. 9-12",Beethoven,"Piano Sonata in c minor, op. 13, mvt. 1",mm. 9-12,,,,op. 13,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913r.mp3,/musictheoryexamples/examples/23-extensions/913r.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Verdi, Otello, Act I, Scene III",,,,,,,,,,,/musictheoryexamples/examples/23-extensions/913s.mp3,/musictheoryexamples/examples/23-extensions/913s.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schumann, Dichterliebe, op. 48 no. 9, mm. 1-9",Schumann,"Dichterliebe, op. 48 no. 9",mm. 1-9,,,,op. 48,,,,/musictheoryexamples/examples/23-extensions/913t.mp3,/musictheoryexamples/examples/23-extensions/913t.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, String Quartet in F Major, op. 18 no. 1, mvt. 2, mm. 105-110",Beethoven,"String Quartet in F Major, op. 18 no. 1, mvt. 2",mm. 105-110,,,,op. 18,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913u.mp3,/musictheoryexamples/examples/23-extensions/913u.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schumann, Kinderscenen, op. 15 no. 4 (Bittendes Kind), mm. 1-4",Schumann,"Kinderscenen, op. 15 no. 4 (Bittendes Kind)",mm. 1-4,,,,op. 15,,,,/musictheoryexamples/examples/23-extensions/913v.mp3,/musictheoryexamples/examples/23-extensions/913v.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Deutsch Tanz, D. 420 no. 2, mm. 1-8",Schubert,"Deutsch Tanz, D. 420 no. 2",mm. 1-8,,,,D. 420,,,,/musictheoryexamples/examples/23-extensions/913w.mp3,/musictheoryexamples/examples/23-extensions/913w.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Valse sentimentale, D. 779 no. 17, mm. 1-8",Schubert,"Valse sentimentale, D. 779 no. 17",mm. 1-8,,,,D. 779,,,,/musictheoryexamples/examples/23-extensions/913x.mp3,/musictheoryexamples/examples/23-extensions/913x.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Chopin, Prelude in A Major, op. 28 no. 7 (all)",,,,,,,,,,,/musictheoryexamples/examples/23-extensions/913y.mp3,/musictheoryexamples/examples/23-extensions/913y.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Ländler, D. 734 no. 5, mm. 9-16",Schubert,"Ländler, D. 734 no. 5",mm. 9-16,,,,D. 734,,,,/musictheoryexamples/examples/23-extensions/913z.mp3,/musictheoryexamples/examples/23-extensions/913z.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Ländler, D. 145 no. 9 (all)",,,,,,,,,,,/musictheoryexamples/examples/23-extensions/913a1.mp3,/musictheoryexamples/examples/23-extensions/913a1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Deutsch Tanz, D. 783 no. 2, mm. 1-8",Schubert,"Deutsch Tanz, D. 783 no. 2",mm. 1-8,,,,D. 783,,,,/musictheoryexamples/examples/23-extensions/913b1.mp3,/musictheoryexamples/examples/23-extensions/913b1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Violin Concerto in D Major, op. 61, mvt. 1, mm. 10-18",Beethoven,"Violin Concerto in D Major, op. 61, mvt. 1",mm. 10-18,,,,op. 61,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913c1.mp3,/musictheoryexamples/examples/23-extensions/913c1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Grieg, Lyric Piece, op. 71 no. 5 (Halling), mm. 1-8",Grieg,"Lyric Piece, op. 71 no. 5 (Halling)",mm. 1-8,,,,op. 71,,,,/musictheoryexamples/examples/23-extensions/913d1.mp3,/musictheoryexamples/examples/23-extensions/913d1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Grieg, Piano Concerto in a minor, op. 16, mvt. 1, mm. 67-73",Grieg,"Piano Concerto in a minor, op. 16, mvt. 1",mm. 67-73,,,,op. 16,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913e1.mp3,/musictheoryexamples/examples/23-extensions/913e1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Puccini, Turandot, Act III, mm. 75-83",Puccini,"Turandot, Act III",mm. 75-83,,,,,,,,/musictheoryexamples/examples/23-extensions/913f1.mp3,/musictheoryexamples/examples/23-extensions/913f1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Valse noble, D. 969 no. 4, mm. 1-8",Schubert,"Valse noble, D. 969 no. 4",mm. 1-8,,,,D. 969,,,,/musictheoryexamples/examples/23-extensions/913i1.mp3,/musictheoryexamples/examples/23-extensions/913i1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schubert, Deutsch Tanz, D. 769 no. 1, mm. 1-8",Schubert,"Deutsch Tanz, D. 769 no. 1",mm. 1-8,,,,D. 769,,,,/musictheoryexamples/examples/23-extensions/913j1.mp3,/musictheoryexamples/examples/23-extensions/913j1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Beethoven, Bagatelle, op. 33 no. 7, mm. 133-157",Beethoven,"Bagatelle, op. 33 no. 7",mm. 133-157,,,,op. 33,,,,/musictheoryexamples/examples/23-extensions/913k1.mp3,/musictheoryexamples/examples/23-extensions/913k1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Brahms, Romance, op. 33 no. 11, mm. 1-4",Brahms,"Romance, op. 33 no. 11",mm. 1-4,,,,op. 33,,,,/musictheoryexamples/examples/23-extensions/913l1.mp3,/musictheoryexamples/examples/23-extensions/913l1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Mozart, Fantasy in c minor, K. 475, mm. 50-56",Mozart,"Fantasy in c minor, K. 475",mm. 50-56,,,,K. 475,,,,/musictheoryexamples/examples/23-extensions/913m1.mp3,/musictheoryexamples/examples/23-extensions/913m1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schumann, Kinderscenen, op. 15 no. 2 (Curiose Geschichte), mm. 1-6",Schumann,"Kinderscenen, op. 15 no. 2 (Curiose Geschichte)",mm. 1-6,,,,op. 15,,,,/musictheoryexamples/examples/23-extensions/913n1.mp3,/musictheoryexamples/examples/23-extensions/913n1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Puccini, La Bohème, Act I, Che gelida manina",,,,,,,,,,,/musictheoryexamples/examples/23-extensions/913o1.mp3,/musictheoryexamples/examples/23-extensions/913o1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Schumann, Kinderscenen, op. 15 no. 7 (Traümerei), mm. 20-24",Schumann,"Kinderscenen, op. 15 no. 7 (Traümerei)",mm. 20-24,,,,op. 15,,,,/musictheoryexamples/examples/23-extensions/913p1.mp3,/musictheoryexamples/examples/23-extensions/913p1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Smetana, String Quartet no. 1 in e minor, mvt. 2, mm.1-9",,,,,,,,,,,/musictheoryexamples/examples/23-extensions/913q1.mp3,/musictheoryexamples/examples/23-extensions/913q1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Saint-Saëns, Introduction and Rondo Capriccioso, op. 28, mm. 56-72",Saint-Saëns,"Introduction and Rondo Capriccioso, op. 28",mm. 56-72,,,,op. 28,,,,/musictheoryexamples/examples/23-extensions/913r1.mp3,/musictheoryexamples/examples/23-extensions/913r1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Chopin, Mazurka in f minor, op. 63 no. 2, mm. 1-16",Chopin,"Mazurka in f minor, op. 63 no. 2",mm. 1-16,,,,op. 63,,,,/musictheoryexamples/examples/23-extensions/913s1.mp3,/musictheoryexamples/examples/23-extensions/913s1.pdf
Chord extensions: ninths and thirteenths,Ninths,,"Mendelssohn, Violin Concerto in e minor, op. 64, mvt. 1, mm. 82-97",Mendelssohn,"Violin Concerto in e minor, op. 64, mvt. 1",mm. 82-97,,,,op. 64,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913t1.mp3,/musictheoryexamples/examples/23-extensions/913t1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Chopin, Mazurka in C Major, op. 33 no. 3, mm. 1-16",Chopin,"Mazurka in C Major, op. 33 no. 3",mm. 1-16,,,,op. 33,,,,/musictheoryexamples/examples/23-extensions/913u1.mp3,/musictheoryexamples/examples/23-extensions/913u1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Beethoven, Violin Sonata no. 8 in G Major, op. 30 no. 3, mvt. 2, mm. 188-196",Beethoven,"Violin Sonata no. 8 in G Major, op. 30 no. 3, mvt. 2",mm. 188-196,,,,op. 30,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913v1.mp3,/musictheoryexamples/examples/23-extensions/913v1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Beethoven, Violin Sonata no. 2 in A Major, op. 12 no. 2, mvt. 2, mm. 17-28",Beethoven,"Violin Sonata no. 2 in A Major, op. 12 no. 2, mvt. 2",mm. 17-28,,,,op. 12,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913w1.mp3,/musictheoryexamples/examples/23-extensions/913w1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Wieniawski, Violin Concerto no. 2 in d minor, op. 22, mvt. 2, mm. 1-8",Wieniawski,"Violin Concerto no. 2 in d minor, op. 22, mvt. 2",mm. 1-8,,,,op. 22,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913x1.mp3,/musictheoryexamples/examples/23-extensions/913x1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Schumann, Album for the Young, op. 68 no. 14 (Kleine Studie), mm. 49-64",Schumann,"Album for the Young, op. 68 no. 14 (Kleine Studie)",mm. 49-64,,,,op. 68,,,,/musictheoryexamples/examples/23-extensions/913y1.mp3,/musictheoryexamples/examples/23-extensions/913y1.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Chopin, Nocturne in B Major, op. 32 no. 1, mm. 1-4",Chopin,"Nocturne in B Major, op. 32 no. 1",mm. 1-4,,,,op. 32,,,,/musictheoryexamples/examples/23-extensions/913a2.mp3,/musictheoryexamples/examples/23-extensions/913a2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Chopin, Mazurka, op. 30 no. 2, mm. 49-64",Chopin,"Mazurka, op. 30 no. 2",mm. 49-64,,,,op. 30,,,,/musictheoryexamples/examples/23-extensions/913b2.mp3,/musictheoryexamples/examples/23-extensions/913b2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Chopin, Prelude in F-sharp Major, op. 28 no. 13, mm. 11-20",Chopin,"Prelude in F-sharp Major, op. 28 no. 13",mm. 11-20,,,,op. 28,,,,/musictheoryexamples/examples/23-extensions/913c2.mp3,/musictheoryexamples/examples/23-extensions/913c2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Wieniawski, Polonaise Brilliante, op. 21, mm. 147-154",Wieniawski,"Polonaise Brilliante, op. 21",mm. 147-154,,,,op. 21,,,,/musictheoryexamples/examples/23-extensions/913d2.mp3,/musictheoryexamples/examples/23-extensions/913d2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Schubert, Piano Sonata in B-flat Major, D. 960, mvt. 1, mm. 327-335",Schubert,"Piano Sonata in B-flat Major, D. 960, mvt. 1",mm. 327-335,,,,D. 960,mvt. 1,,,/musictheoryexamples/examples/23-extensions/913e2.mp3,/musictheoryexamples/examples/23-extensions/913e2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Beethoven, Piano Concerto no. 3 in c minor, op. 37, mvt. 2, mm. 1-2",Beethoven,"Piano Concerto no. 3 in c minor, op. 37, mvt. 2",mm. 1-2,,,,op. 37,mvt. 2,,,/musictheoryexamples/examples/23-extensions/913f2.mp3,/musictheoryexamples/examples/23-extensions/913f2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Chopin, Ballade, op. 38, mm. 38-45",Chopin,"Ballade, op. 38",mm. 38-45,,,,op. 38,,,,/musictheoryexamples/examples/23-extensions/913h2.mp3,/musictheoryexamples/examples/23-extensions/913h2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Grieg, Lyric Piece, op. 43 no. 5 (Erotik), mm. 31-36",Grieg,"Lyric Piece, op. 43 no. 5 (Erotik)",mm. 31-36,,,,op. 43,,,,/musictheoryexamples/examples/23-extensions/913i2.mp3,/musictheoryexamples/examples/23-extensions/913i2.pdf
Chord extensions: ninths and thirteenths,Thirteenths,,"Mussorgsky, Pictures at an Exhibition, The Heroic Gate, mm. 162-174",Mussorgsky,"Pictures at an Exhibition, The Heroic Gate",mm. 162-174,,,,,,,,/musictheoryexamples/examples/23-extensions/913k2.mp3,/musictheoryexamples/examples/23-extensions/913k2.pdf
III and VII,"III substituting for $ \rm{I^6} $, etc.",,"J.S. Bach, Chorale no. 7, ""Nun lob', mein' Seel', den Herren"", mm. 1-4",J.S. Bach,"Chorale no. 7, ""Nun lob', mein' Seel', den Herren""",mm. 1-4,,,"Nun lob', mein' Seel', den Herren",,,,,/musictheoryexamples/examples/11-iii-vii/37a.mp3,/musictheoryexamples/examples/11-iii-vii/37a.pdf
III and VII,"III substituting for $ \rm{I^6} $, etc.",,"Dvorak, Symphony no. 9 in e minor, op. 95, mvt, 1, mm. 149-156",Dvorak,"Symphony no. 9 in e minor, op. 95, mvt, 1",mm. 149-156,,,,op. 95,,,,/musictheoryexamples/examples/11-iii-vii/37b.mp3,/musictheoryexamples/examples/11-iii-vii/37b.pdf
III and VII,"III substituting for $ \rm{I^6} $, etc.",,"Brahms, ""Die Trauerende"", op. 7 no. 5, mm. 1-9 (substituting for I)",Brahms,"""Die Trauerende"", op. 7 no. 5",mm. 1-9,,,Die Trauerende,op. 7,,,,/musictheoryexamples/examples/11-iii-vii/37d.mp3,/musictheoryexamples/examples/11-iii-vii/37d.pdf
III and VII,"III substituting for $ \rm{I^6} $, etc.",,"Schubert, ""Im Frühling, mm. 1-5 (supporting passing scale degree 7)",Schubert,"""Im Frühling",mm. 1-5,,,,,,,,/musictheoryexamples/examples/11-iii-vii/37e.mp3,/musictheoryexamples/examples/11-iii-vii/37e.pdf
III and VII,Tonicizing III,,"Schumann, Album for the Young, op. 68 no. 6 (""Armes Waisenkind""), mm. 1-8",Schumann,"Album for the Young, op. 68 no. 6 (""Armes Waisenkind"")",mm. 1-8,,,Armes Waisenkind,op. 68,,,,/musictheoryexamples/examples/11-iii-vii/37f.mp3,/musictheoryexamples/examples/11-iii-vii/37f.pdf
III and VII,Tonicizing III,,"Brahms, Intermezzo in a minor, op. 76 no. 7, mm. 1-8",Brahms,"Intermezzo in a minor, op. 76 no. 7",mm. 1-8,,,,op. 76,,,,/musictheoryexamples/examples/11-iii-vii/37g.mp3,/musictheoryexamples/examples/11-iii-vii/37g.pdf
III and VII,Tonicizing III,,"Schubert, Symphony no. 9 in C Major, D. 944, mvt. 2, mm. 8-19",Schubert,"Symphony no. 9 in C Major, D. 944, mvt. 2",mm. 8-19,,,,D. 944,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37h.mp3,/musictheoryexamples/examples/11-iii-vii/37h.pdf
III and VII,Tonicizing III,,"Beethoven, Symphony no. 7 in A Major, op. 92, mvt. 2, mm. 1-18",Beethoven,"Symphony no. 7 in A Major, op. 92, mvt. 2",mm. 1-18,,,,op. 92,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37i.mp3,/musictheoryexamples/examples/11-iii-vii/37i.pdf
III and VII,Tonicizing III,,"Beethoven, Bagatelle in C Major, op. 33 no. 2, mm. 17-32",Beethoven,"Bagatelle in C Major, op. 33 no. 2",mm. 17-32,,,,op. 33,,,,/musictheoryexamples/examples/11-iii-vii/37j.mp3,/musictheoryexamples/examples/11-iii-vii/37j.pdf
III and VII,Tonicizing III,,"Chopin, Mazurka in g minor, op. 67 no. 2, mm. 1-20",Chopin,"Mazurka in g minor, op. 67 no. 2",mm. 1-20,,,,op. 67,,,,/musictheoryexamples/examples/11-iii-vii/37k.mp3,/musictheoryexamples/examples/11-iii-vii/37k.pdf
III and VII,Tonicizing III,,"Wieniawski, Scherzo-Tarantella, op. 16, mm. 1-20",Wieniawski,"Scherzo-Tarantella, op. 16",mm. 1-20,,,,op. 16,,,,/musictheoryexamples/examples/11-iii-vii/37l.mp3,/musictheoryexamples/examples/11-iii-vii/37l.pdf
III and VII,Modulations to III,,"Haydn, Piano Sonata in e minor, Hob. XVI:47, mvt. 1, mm. 1-12",Haydn,"Piano Sonata in e minor, Hob. XVI:47, mvt. 1",mm. 1-12,,,,Hob. XVI:47,mvt. 1,,,/musictheoryexamples/examples/11-iii-vii/37m.mp3,/musictheoryexamples/examples/11-iii-vii/37m.pdf
III and VII,Modulations to III,,"Schubert, Piano Sonata in a minor, D 845, mvt. 3, mm. 1-10",Schubert,"Piano Sonata in a minor, D 845, mvt. 3",mm. 1-10,,,,,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37n.mp3,/musictheoryexamples/examples/11-iii-vii/37n.pdf
III and VII,Modulations to III,,"Beethoven, Piano Sonata in f minor, op. 2 no. 1, mvt. 3, mm. 1-14",Beethoven,"Piano Sonata in f minor, op. 2 no. 1, mvt. 3",mm. 1-14,,,,op. 2,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37o.mp3,/musictheoryexamples/examples/11-iii-vii/37o.pdf
III and VII,Modulations to III,,"Beethoven, Piano Sonata in F Major, op. 10 no. 2, mvt. 2, mm. 1-8",Beethoven,"Piano Sonata in F Major, op. 10 no. 2, mvt. 2",mm. 1-8,,,,op. 10,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37p.mp3,/musictheoryexamples/examples/11-iii-vii/37p.pdf
III and VII,Modulations to III,,"Beethoven, Violin Sonata in c minor, op. 30 no. 2, mvt. 1, mm. 23-36",Beethoven,"Violin Sonata in c minor, op. 30 no. 2, mvt. 1",mm. 23-36,,,,op. 30,mvt. 1,,,/musictheoryexamples/examples/11-iii-vii/37q.mp3,/musictheoryexamples/examples/11-iii-vii/37q.pdf
III and VII,Modulations to III,,"Sinding, Suite in a minor, op. 10, mvt. 2, mm. 19-33",Sinding,"Suite in a minor, op. 10, mvt. 2",mm. 19-33,,,,op. 10,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37r.mp3,/musictheoryexamples/examples/11-iii-vii/37t.pdf
III and VII,Modulations to III,,"Handel, Sonata in D Major for Violin and Basso Continuo, op. 1 no. 13, mvt. 3, mm. 1-8",Handel,"Sonata in D Major for Violin and Basso Continuo, op. 1 no. 13, mvt. 3",mm. 1-8,,,,op. 1,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37s.mp3,/musictheoryexamples/examples/11-iii-vii/37s.pdf
III and VII,Modulations to III,,"Beethoven, Piano Sonata in c-sharp minor, op. 27 no. 2, mvt. 1, mm. 1-10",Beethoven,"Piano Sonata in c-sharp minor, op. 27 no. 2, mvt. 1",mm. 1-10,,,,op. 27,mvt. 1,,,/musictheoryexamples/examples/11-iii-vii/37t.mp3,/musictheoryexamples/examples/11-iii-vii/37t.pdf
III and VII,Modulations to III,,"J.S. Bach, Figured Bass Chorale no. 29, ""Brunnquell aller Guter"", mm. 1-6(no sound)",J.S. Bach,"Figured Bass Chorale no. 29, ""Brunnquell aller Guter""",mm. 1-6,,,Brunnquell aller Guter,,,,,,/musictheoryexamples/examples/11-iii-vii/37u.pdf
III and VII,Modulations to III,,"Haydn, Piano Sonata in e minor, Hob. XVI:34, mvt. 3, mm. 1-18",Haydn,"Piano Sonata in e minor, Hob. XVI:34, mvt. 3",mm. 1-18,,,,Hob. XVI:34,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37v.mp3,/musictheoryexamples/examples/11-iii-vii/37v.pdf
III and VII,I-iii-I,,"Grieg, Peer Gynt Suite no. 1, op. 46, mvt. 4, mm. 1-5",Grieg,"Peer Gynt Suite no. 1, op. 46, mvt. 4",mm. 1-5,,,,op. 46,mvt. 4,,,/musictheoryexamples/examples/11-iii-vii/37w.mp3,/musictheoryexamples/examples/11-iii-vii/37w.pdf
III and VII,I-iii-I,,"Bruch, Kol Nidrei, op. 47, mm. 96-113",Bruch,"Kol Nidrei, op. 47",mm. 96-113,,,,op. 47,,,,/musictheoryexamples/examples/11-iii-vii/37x.mp3,/musictheoryexamples/examples/11-iii-vii/37x.pdf
III and VII,I-iii-I,,"Debussy, Suite bergamasque, mvt. 3 (""Clair de lune""), mm. 66-72",Debussy,"Suite bergamasque, mvt. 3 (""Clair de lune"")",mm. 66-72,,,Clair de lune,,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37y.mp3,/musictheoryexamples/examples/11-iii-vii/37y.pdf
III and VII,Other uses of III and VII,,"Brahms, Symphony no. 4 in e minor, op. 98, mvt. 3, mm. 1-6",Brahms,"Symphony no. 4 in e minor, op. 98, mvt. 3",mm. 1-6,,,,op. 98,mvt. 3,,,/musictheoryexamples/examples/11-iii-vii/37z.mp3,/musictheoryexamples/examples/11-iii-vii/37z.pdf
III and VII,Other uses of III and VII,,"Verdi, Otello, Act IV, mm. 63-74",Verdi,"Otello, Act IV",mm. 63-74,,,,,,,,/musictheoryexamples/examples/11-iii-vii/37a1.mp3,/musictheoryexamples/examples/11-iii-vii/37a1.pdf
III and VII,Other uses of III and VII,,"Lalo, Concerto Russe, op. 29, mvt. 2 (""Chants russes""), mm. 1-16",Lalo,"Concerto Russe, op. 29, mvt. 2 (""Chants russes"")",mm. 1-16,,,Chants russes,op. 29,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37b1.mp3,/musictheoryexamples/examples/11-iii-vii/37b1.pdf
III and VII,Other uses of III and VII,,"Mussorgsky, Pictures at an Exhibition, no. 10 (""The Heroic Gate""), mm. 1-16",Mussorgsky,"Pictures at an Exhibition, no. 10 (""The Heroic Gate"")",mm. 1-16,,,The Heroic Gate,,,,,/musictheoryexamples/examples/11-iii-vii/37c1.mp3,/musictheoryexamples/examples/11-iii-vii/37c1.pdf
III and VII,Other uses of III and VII,,"Wieniawski, Scherzo-Tarantella, op. 16, mm. 50-68",Wieniawski,"Scherzo-Tarantella, op. 16",mm. 50-68,,,,op. 16,,,,/musictheoryexamples/examples/11-iii-vii/37d1.mp3,/musictheoryexamples/examples/11-iii-vii/37d1.pdf
III and VII,Other uses of III and VII,,"Wieniawski, Scherzo-Tarantella, op. 16, mm. 98-116",Wieniawski,"Scherzo-Tarantella, op. 16",mm. 98-116,,,,op. 16,,,,/musictheoryexamples/examples/11-iii-vii/37e1.mp3,/musictheoryexamples/examples/11-iii-vii/37e1.pdf
III and VII,Other uses of III and VII,,"Dvorak, String Quartet no. 12 in F Major, op. 96, mvt. 2, mm. 1-12",Dvorak,"String Quartet no. 12 in F Major, op. 96, mvt. 2",mm. 1-12,,,,op. 96,mvt. 2,,,/musictheoryexamples/examples/11-iii-vii/37f1.mp3,/musictheoryexamples/examples/11-iii-vii/37f1.pdf
Applied Chords,Of II,,"Schubert, Zwölf Ländler, op. 171 no. 3, mm. 1-8",Schubert,"Zwölf Ländler, op. 171 no. 3",mm. 1-8,,,,op. 171,,,,/musictheoryexamples/examples/21-applied-chords/APa.mp3,/musictheoryexamples/examples/21-applied-chords/APa.pdf
Applied Chords,Of II,,"Mozart, Piano Sonata in B-flat Major, K. 281, mvt. 3, mm. 1-8",Mozart,"Piano Sonata in B-flat Major, K. 281, mvt. 3",mm. 1-8,,,,K. 281,mvt. 3,,,/musictheoryexamples/examples/21-applied-chords/APb.mp3,/musictheoryexamples/examples/21-applied-chords/APb.pdf
Applied Chords,Of II,,"Schubert, Piano Sonata in B-flat Major, D. 960, mvt. 4, mm. 1-19",Schubert,"Piano Sonata in B-flat Major, D. 960, mvt. 4",mm. 1-19,,,,D. 960,mvt. 4,,,/musictheoryexamples/examples/21-applied-chords/APc.mp3,/musictheoryexamples/examples/21-applied-chords/APc.pdf
Applied Chords,Of II,,"Chopin, Prelude in A Major, op. 28 no. 7, mm. 9-16",Chopin,"Prelude in A Major, op. 28 no. 7",mm. 9-16,,,,op. 28,,,,/musictheoryexamples/examples/21-applied-chords/APe.mp3,/musictheoryexamples/examples/21-applied-chords/APe.pdf
Applied Chords,Of II,,"Brahms, Violin Sonata no. 2 in A Major, op. 100, mvt. 1, mm. 1-6",Brahms,"Violin Sonata no. 2 in A Major, op. 100, mvt. 1",mm. 1-6,,,,op. 100,mvt. 1,,,/musictheoryexamples/examples/21-applied-chords/APf.mp3,/musictheoryexamples/examples/21-applied-chords/APf.pdf
Applied Chords,Of II,,"Beethoven, ""An die Hoffnung"", op. 32, mm. 1-9",Beethoven,"""An die Hoffnung"", op. 32",mm. 1-9,,,An die Hoffnung,op. 32,,,,/musictheoryexamples/examples/21-applied-chords/APg.mp3,/musictheoryexamples/examples/21-applied-chords/APg.pdf
